StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q15,Q16,Q17,Q19,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q38,Q41,Q39,Q40,Q56,Q5_1,Q5_2,Q46_1,Q46_2,Q46_3,Q47_1,Q47_2,Q48,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q14_1,Q23_1,Q24_1,Q25_1,Q26_1,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q2,Q33,Q17,Q8,Q34,Q36,Q42,Q45#1_1,Q45#1_2,Q45#1_3,Q45#1_4,Q45#1_5,Q45#1_6,Q45#1_7,Q45#1_8,Q45#1_9,Q45#2_1,Q45#2_2,Q45#2_3,Q45#2_4,Q45#2_5,Q45#2_6,Q45#2_7,Q45#2_8,Q45#2_9,Q37,validation_code
8/12/19 15:09,8/12/19 15:19,IP Address,162.234.69.154,100,574,TRUE,8/12/19 15:19,R_brd7ifNyCF8MlvH,,,,,30.33880615,-97.53230286,anonymous,EN,"I consent, begin the study",23,Bachelor's degree,Private university,Natural Sciences,Very important,Somewhat important,Not important,Somewhat important,Very important,Very important,Not important,Somewhat important,Somewhat important,Very important,Not important,Very important,Somewhat important,Not important,Very important,Not important,Somewhat important,Very important,Very important,Parents,"Joined a pre-professional or departmental club,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Voted in a national, state, or local election,Participated in leadership training",Yes,Yes,Liberal,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Knowing the right people,80054,45013,60108,35040,80054,25,45,20,70,40,,,,,passionate,,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,What they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","No, and looking for work",Travel,Female,"White/Caucasian,Mexican American/Chicana/o/x","$75,000 - $99,999",,,,,Answer 1,,,,,,,,,Answer 1,,,,,Electrical engineer (entry level),77
8/13/19 5:46,8/13/19 5:56,IP Address,128.151.71.23,100,555,TRUE,8/13/19 5:56,R_2pVsqrhtF5cGr1y,,,,,43.13110352,-77.6053009,anonymous,EN,"I consent, begin the study",23,Bachelor's degree,Public university,Social Sciences,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not important,Somewhat important,Somewhat important,Not important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Parents,"Held a full-time job (approximately 35 hours a week) while taking classes,Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Played club, intramural, or recreational sports,Participated in an unpaid internship",Yes,Yes,Extremely liberal,Strongly disagree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Knowing the right people,200000,77898,200000,18598,95148,82,59,73,73,71,,,,,,,,My estimate was equal to the actual salary,,,,,,unhappy,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Much less than they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Attend graduate/professional school full-time,Female,White/Caucasian,"$150,000 - $199,999",,,,,,Answer 1,,,,,,Answer 1,,,,,,,Investment banker,1
8/13/19 11:09,8/13/19 11:19,IP Address,174.54.27.138,100,592,TRUE,8/13/19 11:19,R_xeVJzaVvszhzFM5,,,,,40.10830688,-76.51029968,anonymous,EN,"I consent, begin the study",26,Bachelor's degree,Private liberal arts college,Social Sciences,Somewhat important,Somewhat important,Very important,Very important,Very important,Not important,Not important,Very important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Not important,Somewhat important,Very important,Very important,Yourself,"Attended a racial/cultural awareness workshop,Had a roommate of a different race/ethnicity,Lived on campus,Voted in a national, state, or local election,Participated in an ethnic/racial student organization",Yes,Yes,Extremely liberal,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Coming from a wealthy family,65676,30000,80000,15135,35133,75,35,95,6,50,,,,,,,,,My estimate was equal to the actual salary,,,well-spoken,,,,Strongly agree,Strongly agree,Disagree,Agree,Agree,What they deserve,Expand student loan programs to increase participation in higher education,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$25,000 - $29,999",,,,,,Answer 1,,,,,,Answer 1,,,,,,,Electrical Engineer,6
8/13/19 14:46,8/13/19 14:51,IP Address,75.129.128.52,100,314,TRUE,8/13/19 14:51,R_3qCIcfni50MDkj7,,,,,42.82719421,-88.74289703,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Private university,Natural Sciences,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Not important,Somewhat important,Not important,Somewhat important,Not important,Very important,Somewhat important,Not important,Very important,Somewhat important,Somewhat important,Not important,Somewhat important,Parents,"Joined a pre-professional or departmental club,Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Participated in study abroad",Yes,Yes,Extremely liberal,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Coming from a wealthy family,30458,20216,40431,20216,40162,40,20,60,20,60,skilled,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","No, and looking for work",Stay at home to be with or start a family,Other,White/Caucasian,"$100,000 - $124,999",,,,,,Answer 1,,,,,,,,,,,Answer 1,,electrical engineer,74
8/13/19 23:06,8/13/19 23:13,IP Address,137.25.146.199,100,395,TRUE,8/13/19 23:13,R_30o3KqSOacC8kic,,,,,33.92489624,-117.459198,anonymous,EN,"I consent, begin the study",26,Bachelor's degree,Public university,Humanities and Languages,Very important,Somewhat important,Not important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Not important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Parents,"Had a roommate of a different race/ethnicity,Lived on campus,Lived off campus,Participated in an unpaid internship",Unsure,Unsure,Liberal,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Neutral,Neutral,Agree,Knowing the right people,50943,26685,40701,18059,35310,39,35,39,25,37,,,,struggling,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,What they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,"White/Caucasian,Mexican American/Chicana/o/x","$30,000 - $59,999",,,Answer 1,,,,,,,,Answer 1,,,,,,,,entry level janitor,16
8/14/19 7:59,8/14/19 8:05,IP Address,70.127.239.30,100,345,TRUE,8/14/19 8:05,R_WpzBy3jQlUJzW6d,,,,,27.94819641,-82.50360107,anonymous,EN,"I consent, begin the study",23,Bachelor's degree,Public university,Health Sciences,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Yourself,"Joined a fraternity or sorority or similar type of social house,Joined a pre-professional or departmental club,Attended a racial/cultural awareness workshop,Lived on campus,Lived off campus,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in an unpaid internship,Participated in study abroad,Participated in leadership training",Yes,Yes,Moderate,Disagree,Strongly disagree,Neutral,Disagree,Disagree,Neutral,Strongly disagree,Knowing the right people,120216,42318,97574,28302,36119,41,61,35,61,30,,,,,,,,My estimate was lower than the actual salary,,,,,,underpaid and overworked,,Neutral,Strongly agree,Disagree,Neutral,Strongly disagree,Less than they deserve,Expand student loan programs to increase participation in higher education,"No, and looking for work",Attend graduate/professional school full-time,Female,White/Caucasian,"$125,000 - $149,999",,,,,,Answer 1,,,,,,,Answer 1,Answer 1,,,,,janitorial,97
8/14/19 8:32,8/14/19 8:37,IP Address,107.181.101.90,100,280,TRUE,8/14/19 8:37,R_27mzD2GOerEu94J,,,,,38.97790527,-77.08059692,anonymous,EN,"I consent, begin the study",27,Bachelor's degree,Public university,Engineering,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Parents,"Held a full-time job (approximately 35 hours a week) while taking classes,Lived off campus,Participated in a paid internship",Yes,Yes,Slightly liberal,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Hard work,105391,42588,62264,25337,50135,97,44,59,21,51,,,,cleaning,,,,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Less than they deserve,"Give them food,Help them find a job","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,Asian,"$125,000 - $149,999",Answer 1,Answer 1,Answer 1,,,,,,,Answer 1,Answer 1,,,,Answer 1,,,,engineer,29
8/14/19 10:57,8/14/19 11:03,IP Address,66.44.192.131,100,369,TRUE,8/14/19 11:03,R_1kSnNHcFUBGH056,,,,,34.33929443,-84.37580109,anonymous,EN,"I consent, begin the study",24,Bachelor's degree,Public university,Business,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Not important,Very important,Somewhat important,Very important,Not important,Very important,Very important,Very important,Somewhat important,Not important,Somewhat important,Very important,Somewhat important,Parents,"Had a roommate of a different race/ethnicity,Lived on campus,Voted in a national, state, or local election",No,Yes,Extremely liberal,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Agree,Agree,Coming from a wealthy family,85714,39623,61995,25606,61995,65,38,48,19,43,,,,,,,,My estimate was lower than the actual salary,,,,,,,solitary,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","No, and looking for work",Stay at home to be with or start a family,Female,White/Caucasian,"$30,000 - $59,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,investment banker,6
8/14/19 15:56,8/14/19 15:56,IP Address,24.56.251.95,100,9,TRUE,8/14/19 15:56,R_2aJgwq6ExvyKEoK,,,,,47.61369324,-122.3103943,anonymous,EN,"I consent, begin the study",23,Some college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
8/14/19 16:08,8/14/19 16:17,IP Address,24.13.254.47,100,503,TRUE,8/14/19 16:17,R_3QXJ6hxOTz8cd7M,,,,,41.7888031,-88.09159851,anonymous,EN,"I consent, begin the study",23,Professional degree,Private liberal arts college,Business,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not important,Not important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Yourself,"Joined a pre-professional or departmental club,Held a full-time job (approximately 35 hours a week) while taking classes,Attended a racial/cultural awareness workshop,Lived off campus,Played club, intramural, or recreational sports,Held a leadership position in an organization,Voted in a national, state, or local election,Participated in a paid internship,Participated in leadership training,Participated in student government",Yes,Yes,Liberal,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Hard work,74663,29919,61725,30189,40970,45,15,40,20,23,,,,No Education,,,,,,,,,,,,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,What they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$75,000 - $99,999",,,,,,Answer 1,,,,,,,,,Answer 1,,,,Electrical Engineer,78
8/14/19 19:42,8/14/19 19:49,IP Address,104.238.59.148,100,398,TRUE,8/14/19 19:49,R_5aUprEIkkSgFvgd,,,,,25.77409363,-80.18170166,anonymous,EN,"I consent, begin the study",24,Bachelor's degree,Public university,Engineering,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Not important,Not important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Not important,Very important,Not important,Somewhat important,Friends,"Joined a pre-professional or departmental club,Lived off campus,Played club, intramural, or recreational sports,Held a leadership position in an organization,Participated in a paid internship,Participated in leadership training",Yes,Yes,Moderate,Disagree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly disagree,Hard work,65768,42857,170620,32884,55526,80,60,99,30,45,,,,,,,,,,My estimate was higher than the actual salary,,,,hard working,,Agree,Disagree,Neutral,Agree,Neutral,Less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,Asian,"$100,000 - $124,999",,,Answer 1,,,,,,,,,,Answer 1,,,,,,janitor,55
8/14/19 21:36,8/14/19 21:41,IP Address,24.168.49.123,100,303,TRUE,8/14/19 21:41,R_3GjQL5JLr77hZTg,,,,,42.00639343,-73.854599,anonymous,EN,"I consent, begin the study",26,Professional degree,Private liberal arts college,Arts,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not important,Not important,Somewhat important,Not important,Somewhat important,Coach,"Joined a pre-professional or departmental club,Lived on campus,Lived off campus,Voted in a national, state, or local election",Yes,Yes,Extremely liberal,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Coming from a wealthy family,64420,51213,122642,34771,44744,27,42,29,49,67,,writer,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$100,000 - $124,999",,,,,,,,Answer 1,,,,,,,,,Answer 1,,investment banker,0
8/15/19 5:08,8/15/19 5:13,IP Address,152.1.177.9,100,300,TRUE,8/15/19 5:13,R_3Grm1PMvzFOpXDP,,,,,35.76330566,-78.70999908,anonymous,EN,"I consent, begin the study",26,Bachelor's degree,Public university,Natural Sciences,Somewhat important,Very important,Very important,Not important,Very important,Somewhat important,Very important,Not important,Somewhat important,Not important,Not important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Not important,Not important,Yourself,"Joined a pre-professional or departmental club,Lived off campus,Voted in a national, state, or local election,Participated in a paid internship,Participated in an unpaid internship",Unsure,Yes,Extremely liberal,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Coming from a wealthy family,150674,23720,175741,18329,69811,30,40,15,35,25,,,,,,,My estimate was lower than the actual salary,,,,"technical, mathematical ",,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Much less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"Less than $15,000",Answer 1,Answer 1,,,,,,,,,,Answer 1,,,,,,,Janitor,63
8/15/19 9:07,8/15/19 9:17,IP Address,71.10.77.40,100,567,TRUE,8/15/19 9:17,R_2R1CHJkpaukqspd,,,,,45.20640564,-93.65930176,anonymous,EN,"I consent, begin the study",26,Bachelor's degree,Public university,Humanities and Languages,Very important,Very important,Somewhat important,Very important,,Not important,Not important,Very important,Not important,Very important,Not important,Very important,Very important,Somewhat important,Somewhat important,Not important,,Somewhat important,Not important,Other family members,Lived off campus,Unsure,Yes,Moderate,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Hard work,44205,44474,49057,31536,50135,47,50,67,34,71,,,,,,,,,My estimate was higher than the actual salary,,,A writer in a dying business,,,,Agree,Agree,Disagree,Strongly disagree,Neutral,Less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","No, and looking for work",Stay at home to be with or start a family,Female,White/Caucasian,"$30,000 - $59,999",,,,Answer 1,,,,,,,,,Answer 1,,,,,,Janitor at an office building ,95
8/15/19 10:48,8/15/19 10:49,IP Address,76.16.127.27,100,17,TRUE,8/15/19 10:49,R_XUqwIz84RZJVQ7T,,,,,41.80949402,-87.65219879,anonymous,EN,"I consent, begin the study",30 or older,Professional degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
8/15/19 10:49,8/15/19 10:49,IP Address,223.181.205.244,100,13,TRUE,8/15/19 10:50,R_3gLVMITktLTb9LZ,,,,,11.00549316,76.96609497,anonymous,EN,"I consent, begin the study",30 or older,Professional degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
8/15/19 10:50,8/15/19 10:50,IP Address,174.194.33.252,100,54,TRUE,8/15/19 10:50,R_1LdMXHKjdrokWRI,,,,,35.24769592,-80.5318985,anonymous,EN,"I consent, begin the study",30 or older,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
8/15/19 10:52,8/15/19 10:52,IP Address,107.77.224.210,100,16,TRUE,8/15/19 10:52,R_3mdT0FWHEpA1wqp,,,,,40.86219788,-73.89019775,anonymous,EN,"I consent, begin the study",30 or older,Professional degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
8/15/19 10:48,8/15/19 10:52,IP Address,67.134.226.238,100,248,TRUE,8/15/19 10:52,R_1FEr5Sn1lwo7OcV,,,,,29.9367981,-95.32990265,anonymous,EN,"I consent, begin the study",27,Bachelor's degree,Public university,Social Sciences,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Professor,"Held a full-time job (approximately 35 hours a week) while taking classes,Lived off campus,Participated in an unpaid internship,Participated in student government",No,Yes,Moderate,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Natural ability,75741,25337,100809,10243,39892,40,30,20,20,37,Mathmatics,,,,,,,,,,,,,,,Agree,Disagree,Neutral,Strongly disagree,Neutral,What they deserve,None of the above because people should help themselves,"Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$25,000 - $29,999",,,Answer 1,,,,,,,,,Answer 1,,,,,,,Electrical Engineer,0
8/15/19 10:52,8/15/19 10:52,IP Address,24.38.233.192,100,22,TRUE,8/15/19 10:52,R_3h4k1nuteNiNSbM,,,,,41.21530151,-73.12329865,anonymous,EN,"I consent, begin the study",30 or older,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
8/15/19 10:48,8/15/19 10:53,IP Address,68.111.170.82,100,328,TRUE,8/15/19 10:53,R_33vxvBJ9sLWdxZh,,,,,33.13659668,-117.0610962,anonymous,EN,"I consent, begin the study",27,Bachelor's degree,Public university,Engineering,Very important,Somewhat important,Not important,Very important,Somewhat important,Very important,Somewhat important,Not important,Somewhat important,Very important,Not important,Very important,Somewhat important,Somewhat important,Very important,Not important,Somewhat important,Somewhat important,Somewhat important,Yourself,"Lived off campus,Voted in a national, state, or local election,Participated in a paid internship,Participated in an unpaid internship",Yes,Yes,Extremely liberal,Disagree,Disagree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Knowing the right people,99730,56334,94879,58491,68464,91,59,89,62,65,,,,expendable,,,,,,,,,,,,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Less than they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$60,000 - $74,999",,,,,,Answer 1,,,,,,Answer 1,,,,,,,janitor,50
8/15/19 10:49,8/15/19 10:53,IP Address,24.13.174.184,100,253,TRUE,8/15/19 10:53,R_sRtZWHxGojnwFrz,,,,,41.89199829,-87.64160156,anonymous,EN,"I consent, begin the study",25,Bachelor's degree,Public university,Social Sciences,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Not important,Somewhat important,Very important,Very important,Not important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not important,Yourself,"Lived on campus,Lived off campus,Voted in a national, state, or local election",Yes,Yes,Extremely liberal,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Coming from a wealthy family,110782,34501,119677,23181,58760,45,29,60,57,60,,,,,,,,My estimate was higher than the actual salary,,,,investigator,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$30,000 - $59,999",,,,,,Answer 1,,,,,,,,,,,Answer 1,,newspaper reporter,16
8/15/19 10:53,8/15/19 10:53,IP Address,23.108.57.22,100,44,TRUE,8/15/19 10:53,R_3jVyyOfInprb98u,,,,,25.81190491,-80.23179626,anonymous,EN,"I consent, begin the study",30 or older,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
8/15/19 10:48,8/15/19 10:54,IP Address,174.87.250.44,100,342,TRUE,8/15/19 10:54,R_1obtgyunnGrjzuW,,,,,39.49719238,-119.7763977,anonymous,EN,"I consent, begin the study",27,Professional degree,Public university,Social Sciences,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Not important,Very important,Not important,Somewhat important,Very important,Not important,Very important,Somewhat important,Very important,Professor,"Joined a pre-professional or departmental club,Lived off campus,Voted in a national, state, or local election,Participated in an unpaid internship",No,Unsure,Extremely liberal,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Coming from a wealthy family,71429,61725,79784,25337,55795,85,68,79,21,50,,,,,,,My estimate was higher than the actual salary,,,,,,,"Impoverished, oppressed",,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Less than they deserve,"Give them money,Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working part-time (less than 35 hours a week in one or more jobs)",Attend graduate/professional school full-time,Male,White/Caucasian,"$15,000 - $24,999",,,,,,,,Answer 1,,,,,,,,,Answer 1,,Janitor,77
8/15/19 10:54,8/15/19 10:54,IP Address,45.29.233.185,100,14,TRUE,8/15/19 10:54,R_25tnmcMUc1fDo7l,,,,,36.83210754,-119.8249969,anonymous,EN,"I consent, begin the study",30 or older,Bachelor's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
8/15/19 10:51,8/15/19 10:55,IP Address,24.204.61.83,100,229,TRUE,8/15/19 10:55,R_udBkKNWmpHQHSQF,,,,,32.5532074,-94.77549744,anonymous,EN,"I consent, begin the study",28,Bachelor's degree,Private university,Engineering,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Not important,Somewhat important,Very important,Not important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not important,Professor,"Held a full-time job (approximately 35 hours a week) while taking classes,Lived off campus",No,Yes,Slightly liberal,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Agree,Knowing the right people,45344,22942,64238,12144,31309,30,26,65,70,78,,,,,,,,,I am not sure,,Tough guy,,,,,Strongly agree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Much less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Female,White/Caucasian,"$30,000 - $59,999",,Answer 1,,,,,,,,,Answer 1,,,,,,,,Janitor ,57
8/15/19 10:48,8/15/19 10:55,IP Address,24.202.91.37,100,420,TRUE,8/15/19 10:55,R_2rxAqVLpgMQeTHo,,,,,45.4131012,-71.92379761,anonymous,EN,"I consent, begin the study",27,Professional degree,Public university,Natural Sciences,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Not important,Somewhat important,Very important,Not important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Not important,Yourself,"Lived off campus,Voted in a national, state, or local election,Participated in a paid internship",Yes,Yes,Slightly liberal,Disagree,Disagree,Neutral,Strongly agree,Agree,Agree,Agree,Coming from a wealthy family,64960,30997,70620,19946,50135,70,30,82,19,50,,,,,someone who enjoy rocks,,,,,,,,,,,Agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Less than they deserve,"Give them food,Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,White/Caucasian,"$125,000 - $149,999",,,Answer 1,,,,,,,,,,,Answer 1,,,,,electrical engineer,0
8/15/19 10:50,8/15/19 10:55,IP Address,24.105.150.70,100,323,TRUE,8/15/19 10:55,R_RLdi0dvJPhv28tX,,,,,40.71569824,-74,anonymous,EN,"I consent, begin the study",28,Bachelor's degree,Public university,Business,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Friends,"Joined a pre-professional or departmental club,Attended a racial/cultural awareness workshop,Participated in a paid internship,Participated in study abroad,Participated in an ethnic/racial student organization",Yes,Yes,Liberal,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Hard work,85714,36119,105391,33962,95687,46,77,85,52,67,,,,,Smart,,,,,,,,,,,Agree,Agree,Strongly disagree,Agree,Neutral,Much less than they deserve,"Help them find a job,Expand student loan programs to increase participation in higher education","Yes, and working full-time (35 or more hours a week in one or more jobs)",Work full-time,Male,Asian,"$30,000 - $59,999",,,Answer 1,,,,,,,,,Answer 1,,,,,,,Geology research associate,100
8/15/19 10:55,8/15/19 10:55,IP Address,67.251.202.210,100,12,TRUE,8/15/19 10:55,R_Uu6HcWz6AGDEhOh,,,,,40.67990112,-74.00279999,anonymous,EN,"I consent, begin the study",30 or older,Professional degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
